00:00:04:351			outinfectious			0.00293472
00:00:04:371			outinfectious			0.00283472
00:00:04:392			outinfectious			0.00273472
00:00:04:413			outinfectious			0.00263472
00:00:04:436			outinfectious			0.00253472
00:00:04:459			outinfectious			0.00243472
00:00:04:483			outinfectious			0.00233472
00:00:04:508			outinfectious			0.00223472
00:00:04:534			outinfectious			0.00213472
00:00:04:562   		outinfectious			0.00203472
00:00:04:591			outinfectious			0.00193472
00:00:04:621			outinfectious			0.00183472
00:00:04:653			outinfectious			0.00173472
00:00:04:687			outinfectious			0.00163472
00:00:04:723   		outinfectious			0.00153472
00:00:04:762			outinfectious			0.00143472
00:00:04:803			outinfectious			0.00133472
00:00:04:847			outinfectious			0.00123472
00:00:04:894			outinfectious			0.00113472
00:00:04:946			outinfectious			0.00103472
00:00:05:003			outinfectious			0.000934717
00:00:05:066			outinfectious			0.000834717
00:00:05:136			outinfectious			0.000734717
00:00:05:2177			outinfectious			0.000634717
00:00:05:309			outinfectious			0.000534717
00:00:05:419			outinfectious			0.000434717
00:00:05:5557			outinfectious			0.000334717
00:00:05:730			outinfectious			0.000234717
00:00:05:981			outinfectious			0.000134717
00:00:06:418   		outinfectious			3.47173e-05
00:00:08:112			outinfectious			-6.52827e-05
00:00:09:013			outinfectious			3.47173e-05
00:00:10:707			outinfectious			-6.52827e-05
00:00:11:608			outinfectious			3.47173e-05
00:00:13:303			outinfectious			-6.52827e-05
00:00:14:204			outinfectious			3.47173e-05
00:00:15:898			outinfectious			-6.52827e-05
00:00:16:799			outinfectious			3.47173e-05
00:00:18:4942			outinfectious			-6.52827e-05
00:00:19:3957			outinfectious			3.47173e-05
00:00:21:089			outinfectious			-6.52827e-05
00:00:21:990			outinfectious			3.47173e-05
00:00:23:684			outinfectious			-6.52827e-05
00:00:24:585			outinfectious			3.47173e-05
00:00:26:280			outinfectious			-6.52827e-05
00:00:27:181			outinfectious			3.47173e-05
00:00:28:875   		outinfectious			-6.52827e-05
00:00:29:776			outinfectious			3.47173e-05
00:00:31:471			outinfectious			-6.52827e-05
00:00:32:372			outinfectious			3.47173e-05
00:00:34:066			outinfectious			-6.52827e-05
00:00:34:967   		outinfectious			3.47173e-05
00:00:36:661			outinfectious			-6.52827e-05
00:00:37:5638			outinfectious			3.47173e-05
00:00:39:257			outinfectious			-6.52827e-05
00:00:40:158			outinfectious			3.47173e-05
00:00:41:852   		outinfectious			-6.52827e-05
00:00:42:753			outinfectious			3.47173e-05
00:00:44:448			outinfectious			-6.52827e-05
00:00:45:349			outinfectious			3.47173e-05
00:00:47:043			outinfectious			-6.52827e-05
00:00:47:944			outinfectious			3.47173e-05
00:00:49:6392			outinfectious			-6.52827e-05
00:00:50:540			outinfectious			3.47173e-05
00:00:52:234			outinfectious			-6.52827e-05
00:00:53:135			outinfectious			3.47173e-05
00:00:54:829			outinfectious			-6.52827e-05
00:00:55:730			outinfectious			3.47173e-05
00:00:57:425			outinfectious			-6.52827e-05
00:00:58:326			outinfectious			3.47173e-05
00:01:00:020			outinfectious			-6.52827e-05
00:01:00:921			outinfectious			3.47173e-05
00:01:02:616			outinfectious			-6.52827e-05
00:01:03:517			outinfectious			3.47173e-05
00:01:05:211			outinfectious			-6.52827e-05
00:01:06:112			outinfectious			3.47173e-05
00:01:07:806			outinfectious			-6.52827e-05
00:01:08:7081			outinfectious			3.47173e-05
00:01:10:402			outinfectious			-6.52827e-05
00:01:11:303			outinfectious			3.47173e-05
00:01:12:997			outinfectious			-6.52827e-05
00:01:13:898			outinfectious			3.47173e-05
00:01:15:593			outinfectious			-6.52827e-05
00:01:16:494			outinfectious			3.47173e-05
00:01:18:188			outinfectious			-6.52827e-05
00:01:19:089			outinfectious			3.47173e-05
00:01:20:7843			outinfectious			-6.52827e-05
00:01:21:685			outinfectious			3.47173e-05
00:01:23:379   		outinfectious			-6.52827e-05
00:01:24:280			outinfectious			3.47173e-05
00:01:25:974			outinfectious			-6.52827e-05
00:01:26:875			outinfectious			3.47173e-05
00:01:28:570			outinfectious			-6.52827e-05
00:01:29:471   		outinfectious			3.47173e-05
00:01:31:165			outinfectious			-6.52827e-05
00:01:32:066			outinfectious			3.47173e-05
00:01:33:761			outinfectious			-6.52827e-05
00:01:34:662			outinfectious			3.47173e-05
00:01:36:356   		outinfectious			-6.52827e-05
00:01:37:257			outinfectious			3.47173e-05
00:01:38:951			outinfectious			-6.52827e-05
00:01:39:8531			outinfectious			3.47173e-05
00:01:41:547			outinfectious			-6.52827e-05
00:01:42:448			outinfectious			3.47173e-05
00:01:44:142			outinfectious			-6.52827e-05
00:01:45:043			outinfectious			3.47173e-05
00:01:46:738			outinfectious			-6.52827e-05
00:01:47:639			outinfectious			3.47173e-05
00:01:49:333			outinfectious			-6.52827e-05
00:01:50:234			outinfectious			3.47173e-05
00:01:51:9296			outinfectious			-6.52827e-05
00:01:52:830   		outinfectious			3.47173e-05
00:01:54:524			outinfectious			-6.52827e-05
00:01:55:425			outinfectious			3.47173e-05
00:01:57:119   		outinfectious			-6.52827e-05
00:01:58:020			outinfectious			3.47173e-05
00:01:59:715			outinfectious			-6.52827e-05
00:02:00:616			outinfectious			3.47173e-05
00:02:02:310			outinfectious			-6.52827e-05
00:02:03:211			outinfectious			3.47173e-05
00:02:04:906			outinfectious			-6.52827e-05
00:02:05:807			outinfectious			3.47173e-05
00:02:07:501   		outinfectious			-6.52827e-05
00:02:08:402			outinfectious			3.47173e-05
00:02:10:096			outinfectious			-6.52827e-05
00:02:10:9982			outinfectious			3.47173e-05
00:02:12:692			outinfectious			-6.52827e-05
00:02:13:593			outinfectious			3.47173e-05
00:02:15:287			outinfectious			-6.52827e-05
00:02:16:188			outinfectious			3.47173e-05
00:02:17:883   		outinfectious			-6.52827e-05
00:02:18:784			outinfectious			3.47173e-05
00:02:20:478			outinfectious			-6.52827e-05
00:02:21:379			outinfectious			3.47173e-05
00:02:23:0746			outinfectious			-6.52827e-05
00:02:23:975			outinfectious			3.47173e-05
00:02:25:669			outinfectious			-6.52827e-05
00:02:26:570			outinfectious			3.47173e-05
00:02:28:264			outinfectious			-6.52827e-05
00:02:29:165			outinfectious			3.47173e-05
00:02:30:860			outinfectious			-6.52827e-05
00:02:31:761			outinfectious			3.47173e-05
00:02:33:455			outinfectious			-6.52827e-05
00:02:34:356   		outinfectious			3.47173e-05
00:02:36:051			outinfectious			-6.52827e-05
00:02:36:952			outinfectious			3.47173e-05
00:02:38:646			outinfectious			-6.52827e-05
00:02:39:547			outinfectious			3.47173e-05
00:02:41:241   		outinfectious			-6.52827e-05
00:02:42:1435			outinfectious			3.47173e-05
00:02:43:837			outinfectious			-6.52827e-05
00:02:44:738			outinfectious			3.47173e-05
00:02:46:432			outinfectious			-6.52827e-05
00:02:47:333			outinfectious			3.47173e-05
00:02:49:028			outinfectious			-6.52827e-05
00:02:49:929   		outinfectious			3.47173e-05
00:02:51:623			outinfectious			-6.52827e-05
00:02:52:524			outinfectious			3.47173e-05
00:02:54:2197			outinfectious			-6.52827e-05
00:02:55:120			outinfectious			3.47173e-05
00:02:56:814			outinfectious			-6.52827e-05
00:02:57:715			outinfectious			3.47173e-05
00:02:59:409   		outinfectious			-6.52827e-05
00:03:00:310			outinfectious			3.47173e-05
00:03:02:005			outinfectious			-6.52827e-05
00:03:02:906			outinfectious			3.47173e-05
00:03:04:600			outinfectious			-6.52827e-05
00:03:05:501			outinfectious			3.47173e-05
00:03:07:196			outinfectious			-6.52827e-05
00:03:08:097			outinfectious			3.47173e-05
00:03:09:791			outinfectious			-6.52827e-05
00:03:10:692			outinfectious			3.47173e-05
00:03:12:386			outinfectious			-6.52827e-05
00:03:13:2885			outinfectious			3.47173e-05
00:03:14:982			outinfectious			-6.52827e-05
00:03:15:883   		outinfectious			3.47173e-05
00:03:17:577			outinfectious			-6.52827e-05
00:03:18:478			outinfectious			3.47173e-05
00:03:20:173			outinfectious			-6.52827e-05
00:03:21:074			outinfectious			3.47173e-05
00:03:22:768   		outinfectious			-6.52827e-05
00:03:23:669			outinfectious			3.47173e-05
00:03:25:364			outinfectious			-6.52827e-05
00:03:26:265			outinfectious			3.47173e-05
00:03:27:959			outinfectious			-6.52827e-05
00:03:28:860			outinfectious			3.47173e-05
00:03:30:554			outinfectious			-6.52827e-05
00:03:31:455			outinfectious			3.47173e-05
00:03:33:150			outinfectious			-6.52827e-05
00:03:34:051			outinfectious			3.47173e-05
00:03:35:745			outinfectious			-6.52827e-05
00:03:36:646			outinfectious			3.47173e-05
00:03:38:341			outinfectious			-6.52827e-05
00:03:39:242			outinfectious			3.47173e-05
00:03:40:936   		outinfectious			-6.52827e-05
00:03:41:837			outinfectious			3.47173e-05
00:03:43:531			outinfectious			-6.52827e-05
00:03:44:4337			outinfectious			3.47173e-05
00:03:46:127			outinfectious			-6.52827e-05
00:03:47:028			outinfectious			3.47173e-05
00:03:48:722			outinfectious			-6.52827e-05
00:03:49:623			outinfectious			3.47173e-05
00:03:51:318			outinfectious			-6.52827e-05
00:03:52:219			outinfectious			3.47173e-05
00:03:53:913			outinfectious			-6.52827e-05
00:03:54:814			outinfectious			3.47173e-05
00:03:56:5098			outinfectious			-6.52827e-05
00:03:57:410			outinfectious			3.47173e-05
00:03:59:104			outinfectious			-6.52827e-05
00:04:00:005			outinfectious			3.47173e-05
00:04:01:699   		outinfectious			-6.52827e-05
00:04:02:600			outinfectious			3.47173e-05
00:04:04:295			outinfectious			-6.52827e-05
00:04:05:196			outinfectious			3.47173e-05
00:04:06:890			outinfectious			-6.52827e-05
00:04:07:791			outinfectious			3.47173e-05
00:04:09:486			outinfectious			-6.52827e-05
00:04:10:387			outinfectious			3.47173e-05
00:04:12:081			outinfectious			-6.52827e-05
00:04:12:982			outinfectious			3.47173e-05
00:04:14:676			outinfectious			-6.52827e-05
00:04:15:5785			outinfectious			3.47173e-05
00:04:17:272			outinfectious			-6.52827e-05
00:04:18:173			outinfectious			3.47173e-05
00:04:19:867   		outinfectious			-6.52827e-05
00:04:20:768			outinfectious			3.47173e-05
00:04:22:463			outinfectious			-6.52827e-05
00:04:23:364			outinfectious			3.47173e-05
00:04:25:058			outinfectious			-6.52827e-05
00:04:25:959			outinfectious			3.47173e-05
00:04:27:6549			outinfectious			-6.52827e-05
00:04:28:555			outinfectious			3.47173e-05
00:04:30:249			outinfectious			-6.52827e-05
00:04:31:150			outinfectious			3.47173e-05
00:04:32:844			outinfectious			-6.52827e-05
00:04:33:745			outinfectious			3.47173e-05
00:04:35:440			outinfectious			-6.52827e-05
00:04:36:341   		outinfectious			3.47173e-05
00:04:38:035			outinfectious			-6.52827e-05
00:04:38:936			outinfectious			3.47173e-05
00:04:40:631			outinfectious			-6.52827e-05
00:04:41:532			outinfectious			3.47173e-05
00:04:43:226   		outinfectious			-6.52827e-05
00:04:44:127			outinfectious			3.47173e-05
00:04:45:821			outinfectious			-6.52827e-05
00:04:46:7237			outinfectious			3.47173e-05
00:04:48:417			outinfectious			-6.52827e-05
00:04:49:318			outinfectious			3.47173e-05
00:04:51:012			outinfectious			-6.52827e-05
00:04:51:913			outinfectious			3.47173e-05
00:04:53:608			outinfectious			-6.52827e-05
00:04:54:509			outinfectious			3.47173e-05
00:04:56:203   		outinfectious			-6.52827e-05
00:04:57:104			outinfectious			3.47173e-05
00:04:58:799			outinfectious			-6.52827e-05
00:04:59:700			outinfectious			3.47173e-05
00:05:01:394   		outinfectious			-6.52827e-05
00:05:02:295			outinfectious			3.47173e-05
00:05:03:989			outinfectious			-6.52827e-05
00:05:04:890			outinfectious			3.47173e-05
00:05:06:585			outinfectious			-6.52827e-05
00:05:07:486			outinfectious			3.47173e-05
00:05:09:180			outinfectious			-6.52827e-05
00:05:10:081			outinfectious			3.47173e-05
00:05:11:776			outinfectious			-6.52827e-05
00:05:12:677			outinfectious			3.47173e-05
00:05:14:371			outinfectious			-6.52827e-05
00:05:15:272			outinfectious			3.47173e-05
00:05:16:966			outinfectious			-6.52827e-05
00:05:17:8688			outinfectious			3.47173e-05
00:05:19:562			outinfectious			-6.52827e-05
00:05:20:463			outinfectious			3.47173e-05
00:05:22:157			outinfectious			-6.52827e-05
00:05:23:058			outinfectious			3.47173e-05
00:05:24:753   		outinfectious			-6.52827e-05
00:05:25:654			outinfectious			3.47173e-05
00:05:27:348			outinfectious			-6.52827e-05
00:05:28:249			outinfectious			3.47173e-05
00:05:29:9442			outinfectious			-6.52827e-05
00:05:30:845			outinfectious			3.47173e-05
00:05:32:539			outinfectious			-6.52827e-05
00:05:33:440			outinfectious			3.47173e-05
00:05:35:134			outinfectious			-6.52827e-05
00:05:36:035			outinfectious			3.47173e-05
00:05:37:730			outinfectious			-6.52827e-05
00:05:38:631			outinfectious			3.47173e-05
00:05:40:325			outinfectious			-6.52827e-05
00:05:41:226			outinfectious			3.47173e-05
00:05:42:921			outinfectious			-6.52827e-05
00:05:43:822			outinfectious			3.47173e-05
00:05:45:516			outinfectious			-6.52827e-05
00:05:46:417			outinfectious			3.47173e-05
00:05:48:111			outinfectious			-6.52827e-05
00:05:49:0139			outinfectious			3.47173e-05
00:05:50:707			outinfectious			-6.52827e-05
00:05:51:608			outinfectious			3.47173e-05
00:05:53:302			outinfectious			-6.52827e-05
00:05:54:203			outinfectious			3.47173e-05
00:05:55:898			outinfectious			-6.52827e-05
00:05:56:799			outinfectious			3.47173e-05
00:05:58:493			outinfectious			-6.52827e-05
00:05:59:394   		outinfectious			3.47173e-05
00:06:01:0893			outinfectious			-6.52827e-05
00:06:01:990			outinfectious			3.47173e-05
00:06:03:684			outinfectious			-6.52827e-05
00:06:04:585			outinfectious			3.47173e-05
00:06:06:279   		outinfectious			-6.52827e-05
00:06:07:180			outinfectious			3.47173e-05
00:06:08:875			outinfectious			-6.52827e-05
00:06:09:776			outinfectious			3.47173e-05
00:06:11:470			outinfectious			-6.52827e-05
00:06:12:371			outinfectious			3.47173e-05
00:06:14:066			outinfectious			-6.52827e-05
00:06:14:967			outinfectious			3.47173e-05
00:06:16:661			outinfectious			-6.52827e-05
00:06:17:562			outinfectious			3.47173e-05
00:06:19:2576			outinfectious			-6.52827e-05
00:06:20:1581			outinfectious			3.47173e-05
00:06:21:852			outinfectious			-6.52827e-05
00:06:22:753			outinfectious			3.47173e-05
00:06:24:447			outinfectious			-6.52827e-05
00:06:25:348			outinfectious			3.47173e-05
00:06:27:043			outinfectious			-6.52827e-05
00:06:27:944			outinfectious			3.47173e-05
00:06:29:638			outinfectious			-6.52827e-05
00:06:30:539			outinfectious			3.47173e-05
00:06:32:2344			outinfectious			-6.52827e-05
00:06:33:135			outinfectious			3.47173e-05
00:06:34:829			outinfectious			-6.52827e-05
00:06:35:730			outinfectious			3.47173e-05
00:06:37:424   		outinfectious			-6.52827e-05
00:06:38:325			outinfectious			3.47173e-05
00:06:40:020			outinfectious			-6.52827e-05
00:06:40:921			outinfectious			3.47173e-05
00:06:42:615			outinfectious			-6.52827e-05
00:06:43:516			outinfectious			3.47173e-05
00:06:45:211			outinfectious			-6.52827e-05
00:06:46:112			outinfectious			3.47173e-05
00:06:47:806			outinfectious			-6.52827e-05
00:06:48:707			outinfectious			3.47173e-05
00:06:50:40268			outinfectious			-6.52827e-05
00:06:51:3032			outinfectious			3.47173e-05
00:06:52:997			outinfectious			-6.52827e-05
00:06:53:898   		outinfectious			3.47173e-05
00:06:55:592			outinfectious			-6.52827e-05
00:06:56:493			outinfectious			3.47173e-05
00:06:58:188			outinfectious			-6.52827e-05
00:06:59:089			outinfectious			3.47173e-05
00:07:00:783   		outinfectious			-6.52827e-05
00:07:01:684			outinfectious			3.47173e-05
00:07:03:3796			outinfectious			-6.52827e-05
00:07:04:280			outinfectious			3.47173e-05
00:07:05:974			outinfectious			-6.52827e-05
00:07:06:875			outinfectious			3.47173e-05
00:07:08:569			outinfectious			-6.52827e-05
00:07:09:470			outinfectious			3.47173e-05
00:07:11:165			outinfectious			-6.52827e-05
00:07:12:066			outinfectious			3.47173e-05
00:07:13:760			outinfectious			-6.52827e-05
00:07:14:661			outinfectious			3.47173e-05
00:07:16:356			outinfectious			-6.52827e-05
00:07:17:257   		outinfectious			3.47173e-05
00:07:18:951			outinfectious			-6.52827e-05
00:07:19:852			outinfectious			3.47173e-05
00:07:21:54775			outinfectious			-6.52827e-05
00:07:22:4483			outinfectious			3.47173e-05
00:07:24:142			outinfectious			-6.52827e-05
00:07:25:043			outinfectious			3.47173e-05
00:07:26:737			outinfectious			-6.52827e-05
00:07:27:638			outinfectious			3.47173e-05
00:07:29:333			outinfectious			-6.52827e-05
00:07:30:234			outinfectious			3.47173e-05
00:07:31:928			outinfectious			-6.52827e-05
00:07:32:829			outinfectious			3.47173e-05
00:07:34:5247			outinfectious			-6.52827e-05
00:07:35:425   		outinfectious			3.47173e-05
00:07:37:119			outinfectious			-6.52827e-05
00:07:38:020			outinfectious			3.47173e-05
00:07:39:714			outinfectious			-6.52827e-05
00:07:40:615			outinfectious			3.47173e-05
00:07:42:310   		outinfectious			-6.52827e-05
00:07:43:211			outinfectious			3.47173e-05
00:07:44:905			outinfectious			-6.52827e-05
00:07:45:806			outinfectious			3.47173e-05
00:07:47:501			outinfectious			-6.52827e-05
00:07:48:402			outinfectious			3.47173e-05
00:07:50:096			outinfectious			-6.52827e-05
00:07:50:997			outinfectious			3.47173e-05
00:07:52:692			outinfectious			-6.52827e-05
00:07:53:5935			outinfectious			3.47173e-05
00:07:55:287			outinfectious			-6.52827e-05
00:07:56:188			outinfectious			3.47173e-05
00:07:57:882			outinfectious			-6.52827e-05
00:07:58:783   		outinfectious			3.47173e-05
00:08:00:478			outinfectious			-6.52827e-05
00:08:01:379			outinfectious			3.47173e-05
00:08:03:073			outinfectious			-6.52827e-05
00:08:03:974			outinfectious			3.47173e-05
00:08:05:6698			outinfectious			-6.52827e-05
00:08:06:570			outinfectious			3.47173e-05
00:08:08:264			outinfectious			-6.52827e-05
00:08:09:165			outinfectious			3.47173e-05
00:08:10:859			outinfectious			-6.52827e-05
00:08:11:760			outinfectious			3.47173e-05
00:08:13:455			outinfectious			-6.52827e-05
00:08:14:356			outinfectious			3.47173e-05
00:08:16:050			outinfectious			-6.52827e-05
00:08:16:951   		outinfectious			3.47173e-05
00:08:18:646			outinfectious			-6.52827e-05
00:08:19:547			outinfectious			3.47173e-05
00:08:21:241			outinfectious			-6.52827e-05
00:08:22:142			outinfectious			3.47173e-05
00:08:23:8371			outinfectious			-6.52827e-05
00:08:24:7386			outinfectious			3.47173e-05
00:08:26:432			outinfectious			-6.52827e-05
00:08:27:333			outinfectious			3.47173e-05
00:08:29:027			outinfectious			-6.52827e-05
00:08:29:928			outinfectious			3.47173e-05
00:08:31:623			outinfectious			-6.52827e-05
00:08:32:524			outinfectious			3.47173e-05
00:08:34:218			outinfectious			-6.52827e-05
00:08:35:119			outinfectious			3.47173e-05
00:08:36:814			outinfectious			-6.52827e-05
00:08:37:715			outinfectious			3.47173e-05
00:08:39:409			outinfectious			-6.52827e-05
00:08:40:310   		outinfectious			3.47173e-05
00:08:42:004			outinfectious			-6.52827e-05
00:08:42:905			outinfectious			3.47173e-05
00:08:44:600			outinfectious			-6.52827e-05
00:08:45:501			outinfectious			3.47173e-05
00:08:47:195			outinfectious			-6.52827e-05
00:08:48:096			outinfectious			3.47173e-05
00:08:49:791			outinfectious			-6.52827e-05
00:08:50:692			outinfectious			3.47173e-05
00:08:52:386   		outinfectious			-6.52827e-05
00:08:53:287			outinfectious			3.47173e-05
00:08:54:9822			outinfectious			-6.52827e-05
00:08:55:8837			outinfectious			3.47173e-05
00:08:57:577			outinfectious			-6.52827e-05
00:08:58:478   		outinfectious			3.47173e-05
00:09:00:172			outinfectious			-6.52827e-05
00:09:01:073			outinfectious			3.47173e-05
00:09:02:768			outinfectious			-6.52827e-05
00:09:03:669			outinfectious			3.47173e-05
00:09:05:363   		outinfectious			-6.52827e-05
00:09:06:264			outinfectious			3.47173e-05
00:09:07:959			outinfectious			-6.52827e-05
00:09:08:860			outinfectious			3.47173e-05
00:09:10:554			outinfectious			-6.52827e-05
00:09:11:455			outinfectious			3.47173e-05
00:09:13:149			outinfectious			-6.52827e-05
00:09:14:050			outinfectious			3.47173e-05
00:09:15:745			outinfectious			-6.52827e-05
00:09:16:646			outinfectious			3.47173e-05
00:09:18:340			outinfectious			-6.52827e-05
00:09:19:241			outinfectious			3.47173e-05
00:09:20:936			outinfectious			-6.52827e-05
00:09:21:837   		outinfectious			3.47173e-05
00:09:23:531			outinfectious			-6.52827e-05
00:09:24:432			outinfectious			3.47173e-05
00:09:26:1274			outinfectious			-6.52827e-05
00:09:27:0289			outinfectious			3.47173e-05
00:09:28:722   		outinfectious			-6.52827e-05
00:09:29:623			outinfectious			3.47173e-05
00:09:31:317			outinfectious			-6.52827e-05
00:09:32:218			outinfectious			3.47173e-05
00:09:33:913			outinfectious			-6.52827e-05
00:09:34:814   		outinfectious			3.47173e-05
00:09:36:508			outinfectious			-6.52827e-05
00:09:37:409   		outinfectious			3.47173e-05
00:09:39:104			outinfectious			-6.52827e-05
00:09:40:005			outinfectious			3.47173e-05
00:09:41:699			outinfectious			-6.52827e-05
00:09:42:600			outinfectious			3.47173e-05
00:09:44:294			outinfectious			-6.52827e-05
00:09:45:19601			outinfectious			3.47173e-05
00:09:46:890			outinfectious			-6.52827e-05
00:09:47:791			outinfectious			3.47173e-05
00:09:49:485			outinfectious			-6.52827e-05
00:09:50:386			outinfectious			3.47173e-05
00:09:52:081			outinfectious			-6.52827e-05
00:09:52:982			outinfectious			3.47173e-05
00:09:54:676			outinfectious			-6.52827e-05
00:09:55:577			outinfectious			3.47173e-05
00:09:57:2721			outinfectious			-6.52827e-05
00:09:58:1735			outinfectious			3.47173e-05
00:09:59:867			outinfectious			-6.52827e-05
00:10:00:768   		outinfectious			3.47173e-05
00:10:02:462			outinfectious			-6.52827e-05
00:10:03:363			outinfectious			3.47173e-05
00:10:05:058			outinfectious			-6.52827e-05
00:10:05:959			outinfectious			3.47173e-05
00:10:07:653   		outinfectious			-6.52827e-05
00:10:08:554			outinfectious			3.47173e-05
00:10:10:249			outinfectious			-6.52827e-05
00:10:11:150			outinfectious			3.47173e-05
00:10:12:844			outinfectious			-6.52827e-05
00:10:13:745			outinfectious			3.47173e-05
00:10:15:439			outinfectious			-6.52827e-05
00:10:16:34196			outinfectious			3.47173e-05
00:10:18:035			outinfectious			-6.52827e-05
00:10:18:936			outinfectious			3.47173e-05
00:10:20:630			outinfectious			-6.52827e-05
00:10:21:531			outinfectious			3.47173e-05
00:10:23:226			outinfectious			-6.52827e-05
00:10:24:127			outinfectious			3.47173e-05
00:10:25:821   		outinfectious			-6.52827e-05
00:10:26:722			outinfectious			3.47173e-05
00:10:28:4173			outinfectious			-6.52827e-05
00:10:29:3188			outinfectious			3.47173e-05
00:10:31:012			outinfectious			-6.52827e-05
00:10:31:913			outinfectious			3.47173e-05
00:10:33:607			outinfectious			-6.52827e-05
00:10:34:508			outinfectious			3.47173e-05
00:10:36:203			outinfectious			-6.52827e-05
00:10:37:104			outinfectious			3.47173e-05
00:10:38:798			outinfectious			-6.52827e-05
00:10:39:699			outinfectious			3.47173e-05
00:10:41:394			outinfectious			-6.52827e-05
00:10:42:295   		outinfectious			3.47173e-05
00:10:43:989			outinfectious			-6.52827e-05
00:10:44:890			outinfectious			3.47173e-05
00:10:46:584			outinfectious			-6.52827e-05
00:10:47:4861			outinfectious			3.47173e-05
00:10:49:180   		outinfectious			-6.52827e-05
00:10:50:081			outinfectious			3.47173e-05
00:10:51:775			outinfectious			-6.52827e-05
00:10:52:676			outinfectious			3.47173e-05
00:10:54:371			outinfectious			-6.52827e-05
00:10:55:272			outinfectious			3.47173e-05
00:10:56:966			outinfectious			-6.52827e-05
00:10:57:867			outinfectious			3.47173e-05
00:10:59:5625			outinfectious			-6.52827e-05
00:11:00:4631			outinfectious			3.47173e-05
00:11:02:157			outinfectious			-6.52827e-05
00:11:03:058			outinfectious			3.47173e-05
00:11:04:752			outinfectious			-6.52827e-05
00:11:05:653			outinfectious			3.47173e-05
00:11:07:348			outinfectious			-6.52827e-05
00:11:08:249			outinfectious			3.47173e-05
00:11:09:943			outinfectious			-6.52827e-05
00:11:10:844			outinfectious			3.47173e-05
00:11:12:539			outinfectious			-6.52827e-05
00:11:13:440			outinfectious			3.47173e-05
00:11:15:134			outinfectious			-6.52827e-05
00:11:16:035			outinfectious			3.47173e-05
00:11:17:729			outinfectious			-6.52827e-05
00:11:18:6312			outinfectious			3.47173e-05
00:11:20:325			outinfectious			-6.52827e-05
00:11:21:226			outinfectious			3.47173e-05
00:11:22:920			outinfectious			-6.52827e-05
00:11:23:821   		outinfectious			3.47173e-05
00:11:25:516			outinfectious			-6.52827e-05
00:11:26:417			outinfectious			3.47173e-05
00:11:28:111			outinfectious			-6.52827e-05
00:11:29:012			outinfectious			3.47173e-05
00:11:30:7076			outinfectious			-6.52827e-05
00:11:31:6082			outinfectious			3.47173e-05
00:11:33:302			outinfectious			-6.52827e-05
00:11:34:203			outinfectious			3.47173e-05
00:11:35:897			outinfectious			-6.52827e-05
00:11:36:798			outinfectious			3.47173e-05
00:11:38:493			outinfectious			-6.52827e-05
00:11:39:394			outinfectious			3.47173e-05
00:11:41:088			outinfectious			-6.52827e-05
00:11:41:989			outinfectious			3.47173e-05
00:11:43:684			outinfectious			-6.52827e-05
00:11:44:585   		outinfectious			3.47173e-05
00:11:46:279			outinfectious			-6.52827e-05
00:11:47:180			outinfectious			3.47173e-05
00:11:48:874			outinfectious			-6.52827e-05
00:11:49:7764			outinfectious			3.47173e-05
00:11:51:470			outinfectious			-6.52827e-05
00:11:52:371   		outinfectious			3.47173e-05
00:11:54:065			outinfectious			-6.52827e-05
00:11:54:966			outinfectious			3.47173e-05
00:11:56:661			outinfectious			-6.52827e-05
00:11:57:562			outinfectious			3.47173e-05
00:11:59:256			outinfectious			-6.52827e-05
00:12:00:157			outinfectious			3.47173e-05
00:12:01:8527			outinfectious			-6.52827e-05
00:12:02:753			outinfectious			3.47173e-05
00:12:04:447			outinfectious			-6.52827e-05
00:12:05:348			outinfectious			3.47173e-05
00:12:07:042			outinfectious			-6.52827e-05
00:12:07:943			outinfectious			3.47173e-05
00:12:09:638			outinfectious			-6.52827e-05
00:12:10:539			outinfectious			3.47173e-05
00:12:12:233			outinfectious			-6.52827e-05
00:12:13:134			outinfectious			3.47173e-05
00:12:14:829			outinfectious			-6.52827e-05
00:12:15:730			outinfectious			3.47173e-05
00:12:17:424			outinfectious			-6.52827e-05
00:12:18:325   		outinfectious			3.47173e-05
00:12:20:019			outinfectious			-6.52827e-05
00:12:20:9215			outinfectious			3.47173e-05
00:12:22:615			outinfectious			-6.52827e-05
00:12:23:516			outinfectious			3.47173e-05
00:12:25:210   		outinfectious			-6.52827e-05
00:12:26:111			outinfectious			3.47173e-05
00:12:27:806			outinfectious			-6.52827e-05
00:12:28:707			outinfectious			3.47173e-05
00:12:30:401			outinfectious			-6.52827e-05
00:12:31:302			outinfectious			3.47173e-05
00:12:32:9979			outinfectious			-6.52827e-05
00:12:33:898			outinfectious			3.47173e-05
00:12:35:592			outinfectious			-6.52827e-05
00:12:36:493			outinfectious			3.47173e-05
00:12:38:187			outinfectious			-6.52827e-05
00:12:39:088			outinfectious			3.47173e-05
00:12:40:783			outinfectious			-6.52827e-05
00:12:41:684			outinfectious			3.47173e-05
00:12:43:378			outinfectious			-6.52827e-05
00:12:44:279			outinfectious			3.47173e-05
00:12:45:974			outinfectious			-6.52827e-05
00:12:46:875			outinfectious			3.47173e-05
00:12:48:569			outinfectious			-6.52827e-05
00:12:49:470			outinfectious			3.47173e-05
00:12:51:164			outinfectious			-6.52827e-05
00:12:52:0666			outinfectious			3.47173e-05
